"﻿""# =========================================================================""",,,,,,,,,,,
# TARIFARIO GENERAL DE RUTAS LOGISTICAS (RESUMEN MATRICIAL) - 18/08/2026 11:07,,,,,,,,,,,
# =========================================================================,,,,,,,,,,,
MODALIDAD,ORIGEN,DESTINO,KM,LIGEROS,MEDIANO,PESADO,BUSES,LOWBOY,,,
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,4,4,0.94,51361.6,205446.4
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,5,5,0.92,50268.8,251344
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,6,6,0.9,49176,295056
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,7,7,0.88,48083.2,336582.4
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,8,8,0.86,46990.4,375923.2
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,9,9,0.84,45897.6,413078.4
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,10,10,0.82,44804.8,448048
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,11,11,0.8,43712,480832
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,12,12,0.78,42619.2,511430.4
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,13,13,0.76,41526.4,539843.2
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,14,14,0.74,40433.6,566070.4
Madrina,LAGOS DE MORENO,MONTERREY,683,LOWBOY,80,0,15,15,0.72,39340.8,590112
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,1,1,1,6750,6750
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,2,2,0.98,6615,13230
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,3,3,0.96,6480,19440
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,4,4,0.94,6345,25380
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,5,5,0.92,6210,31050
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,6,6,0.9,6075,36450
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,7,7,0.88,5940,41580
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,8,8,0.86,5805,46440
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,9,9,0.84,5670,51030
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,10,10,0.82,5535,55350
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,11,11,0.8,5400,59400
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,12,12,0.78,5265,63180
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,13,13,0.76,5130,66690
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,14,14,0.74,4995,69930
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LIGEROS,18,0,15,15,0.72,4860,72900
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,1,1,1,7500,7500
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,2,2,0.98,7350,14700
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,3,3,0.96,7200,21600
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,4,4,0.94,7050,28200
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,5,5,0.92,6900,34500
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,6,6,0.9,6750,40500
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,7,7,0.88,6600,46200
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,8,8,0.86,6450,51600
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,9,9,0.84,6300,56700
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,10,10,0.82,6150,61500
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,11,11,0.8,6000,66000
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,12,12,0.78,5850,70200
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,13,13,0.76,5700,74100
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,14,14,0.74,5550,77700
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,MEDIANO,20,0,15,15,0.72,5400,81000
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,1,1,1,9375,9375
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,2,2,0.98,9187.5,18375
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,3,3,0.96,9000,27000
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,4,4,0.94,8812.5,35250
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,5,5,0.92,8625,43125
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,6,6,0.9,8437.5,50625
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,7,7,0.88,8250,57750
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,8,8,0.86,8062.5,64500
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,9,9,0.84,7875,70875
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,10,10,0.82,7687.5,76875
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,11,11,0.8,7500,82500
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,12,12,0.78,7312.5,87750
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,13,13,0.76,7125,92625
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,14,14,0.74,6937.5,97125
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,PESADO,25,0,15,15,0.72,6750,101250
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,1,1,1,10500,10500
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,2,2,0.98,10290,20580
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,3,3,0.96,10080,30240
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,4,4,0.94,9870,39480
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,5,5,0.92,9660,48300
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,6,6,0.9,9450,56700
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,7,7,0.88,9240,64680
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,8,8,0.86,9030,72240
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,9,9,0.84,8820,79380
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,10,10,0.82,8610,86100
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,11,11,0.8,8400,92400
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,12,12,0.78,8190,98280
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,13,13,0.76,7980,103740
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,14,14,0.74,7770,108780
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,BUSES,28,0,15,15,0.72,7560,113400
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,1,1,1,30000,30000
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,2,2,0.98,29400,58800
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,3,3,0.96,28800,86400
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,4,4,0.94,28200,112800
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,5,5,0.92,27600,138000
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,6,6,0.9,27000,162000
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,7,7,0.88,26400,184800
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,8,8,0.86,25800,206400
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,9,9,0.84,25200,226800
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,10,10,0.82,24600,246000
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,11,11,0.8,24000,264000
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,12,12,0.78,23400,280800
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,13,13,0.76,22800,296400
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,14,14,0.74,22200,310800
Madrina,LAGOS DE MORENO,NAYARIT (TEPIC),375,LOWBOY,80,0,15,15,0.72,21600,324000
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,1,1,1,15840,15840
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,2,2,0.98,15523.2,31046.4
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,3,3,0.96,15206.4,45619.2
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,4,4,0.94,14889.6,59558.4
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,5,5,0.92,14572.8,72864
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,6,6,0.9,14256,85536
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,7,7,0.88,13939.2,97574.4
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,8,8,0.86,13622.4,108979.2
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,9,9,0.84,13305.6,119750.4
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,10,10,0.82,12988.8,129888
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,11,11,0.8,12672,139392
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,12,12,0.78,12355.2,148262.4
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,13,13,0.76,12038.4,156499.2
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,14,14,0.74,11721.6,164102.4
Madrina,LAGOS DE MORENO,OAXACA,880,LIGEROS,18,0,15,15,0.72,11404.8,171072
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,1,1,1,17600,17600
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,2,2,0.98,17248,34496
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,3,3,0.96,16896,50688
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,4,4,0.94,16544,66176
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,5,5,0.92,16192,80960
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,6,6,0.9,15840,95040
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,7,7,0.88,15488,108416
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,8,8,0.86,15136,121088
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,9,9,0.84,14784,133056
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,10,10,0.82,14432,144320
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,11,11,0.8,14080,154880
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,12,12,0.78,13728,164736
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,13,13,0.76,13376,173888
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,14,14,0.74,13024,182336
Madrina,LAGOS DE MORENO,OAXACA,880,MEDIANO,20,0,15,15,0.72,12672,190080
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,1,1,1,22000,22000
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,2,2,0.98,21560,43120
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,3,3,0.96,21120,63360
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,4,4,0.94,20680,82720
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,5,5,0.92,20240,101200
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,6,6,0.9,19800,118800
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,7,7,0.88,19360,135520
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,8,8,0.86,18920,151360
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,9,9,0.84,18480,166320
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,10,10,0.82,18040,180400
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,11,11,0.8,17600,193600
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,12,12,0.78,17160,205920
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,13,13,0.76,16720,217360
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,14,14,0.74,16280,227920
Madrina,LAGOS DE MORENO,OAXACA,880,PESADO,25,0,15,15,0.72,15840,237600
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,1,1,1,24640,24640
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,2,2,0.98,24147.2,48294.4
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,3,3,0.96,23654.4,70963.2
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,4,4,0.94,23161.6,92646.4
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,5,5,0.92,22668.8,113344
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,6,6,0.9,22176,133056
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,7,7,0.88,21683.2,151782.4
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,8,8,0.86,21190.4,169523.2
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,9,9,0.84,20697.6,186278.4
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,10,10,0.82,20204.8,202048
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,11,11,0.8,19712,216832
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,12,12,0.78,19219.2,230630.4
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,13,13,0.76,18726.4,243443.2
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,14,14,0.74,18233.6,255270.4
Madrina,LAGOS DE MORENO,OAXACA,880,BUSES,28,0,15,15,0.72,17740.8,266112
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,1,1,1,70400,70400
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,2,2,0.98,68992,137984
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,3,3,0.96,67584,202752
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,4,4,0.94,66176,264704
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,5,5,0.92,64768,323840
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,6,6,0.9,63360,380160
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,7,7,0.88,61952,433664
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,8,8,0.86,60544,484352
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,9,9,0.84,59136,532224
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,10,10,0.82,57728,577280
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,11,11,0.8,56320,619520
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,12,12,0.78,54912,658944
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,13,13,0.76,53504,695552
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,14,14,0.74,52096,729344
Madrina,LAGOS DE MORENO,OAXACA,880,LOWBOY,80,0,15,15,0.72,50688,760320
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,1,1,1,342,342
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,2,2,0.98,335.16,670.32
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,3,3,0.96,328.32,984.96
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,4,4,0.94,321.48,1285.92
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,5,5,0.92,314.64,1573.2
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,6,6,0.9,307.8,1846.8
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,7,7,0.88,300.96,2106.72
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,8,8,0.86,294.12,2352.96
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,9,9,0.84,287.28,2585.52
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,10,10,0.82,280.44,2804.4
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,11,11,0.8,273.6,3009.6
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,12,12,0.78,266.76,3201.12
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,13,13,0.76,259.92,3378.96
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,14,14,0.74,253.08,3543.12
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LIGEROS,18,0,15,15,0.72,246.24,3693.6
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,1,1,1,380,380
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,2,2,0.98,372.4,744.8
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,3,3,0.96,364.8,1094.4
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,4,4,0.94,357.2,1428.8
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,5,5,0.92,349.6,1748
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,6,6,0.9,342,2052
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,7,7,0.88,334.4,2340.8
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,8,8,0.86,326.8,2614.4
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,9,9,0.84,319.2,2872.8
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,10,10,0.82,311.6,3116
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,11,11,0.8,304,3344
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,12,12,0.78,296.4,3556.8
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,13,13,0.76,288.8,3754.4
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,14,14,0.74,281.2,3936.8
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,MEDIANO,20,0,15,15,0.72,273.6,4104
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,1,1,1,475,475
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,2,2,0.98,465.5,931
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,3,3,0.96,456,1368
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,4,4,0.94,446.5,1786
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,5,5,0.92,437,2185
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,6,6,0.9,427.5,2565
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,7,7,0.88,418,2926
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,8,8,0.86,408.5,3268
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,9,9,0.84,399,3591
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,10,10,0.82,389.5,3895
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,11,11,0.8,380,4180
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,12,12,0.78,370.5,4446
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,13,13,0.76,361,4693
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,14,14,0.74,351.5,4921
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,PESADO,25,0,15,15,0.72,342,5130
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,1,1,1,532,532
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,2,2,0.98,521.36,1042.72
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,3,3,0.96,510.72,1532.16
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,4,4,0.94,500.08,2000.32
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,5,5,0.92,489.44,2447.2
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,6,6,0.9,478.8,2872.8
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,7,7,0.88,468.16,3277.12
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,8,8,0.86,457.52,3660.16
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,9,9,0.84,446.88,4021.92
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,10,10,0.82,436.24,4362.4
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,11,11,0.8,425.6,4681.6
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,12,12,0.78,414.96,4979.52
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,13,13,0.76,404.32,5256.16
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,14,14,0.74,393.68,5511.52
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,BUSES,28,0,15,15,0.72,383.04,5745.6
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,1,1,1,1520,1520
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,2,2,0.98,1489.6,2979.2
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,3,3,0.96,1459.2,4377.6
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,4,4,0.94,1428.8,5715.2
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,5,5,0.92,1398.4,6992
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,6,6,0.9,1368,8208
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,7,7,0.88,1337.6,9363.2
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,8,8,0.86,1307.2,10457.6
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,9,9,0.84,1276.8,11491.2
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,10,10,0.82,1246.4,12464
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,11,11,0.8,1216,13376
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,12,12,0.78,1185.6,14227.2
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,13,13,0.76,1155.2,15017.6
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,14,14,0.74,1124.8,15747.2
Madrina,LAGOS DE MORENO,PLANTA 2 JALISCO,19,LOWBOY,80,0,15,15,0.72,1094.4,16416
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,1,1,1,4104,4104
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,2,2,0.98,4021.92,8043.84
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,3,3,0.96,3939.84,11819.52
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,4,4,0.94,3857.76,15431.04
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,5,5,0.92,3775.68,18878.4
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,6,6,0.9,3693.6,22161.6
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,7,7,0.88,3611.52,25280.64
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,8,8,0.86,3529.44,28235.52
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,9,9,0.84,3447.36,31026.24
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,10,10,0.82,3365.28,33652.8
Madrina,LAGOS DE MORENO,PLANTA 3 TLAJOMULCO,228,LIGEROS,18,0,11,11,0.8,3283.2,36115.2
